연도,회차,일차,경주번호,경기종류,번호,등급,기수,선수명,성별,나이,체중,최근6회차_평균착순점,최근6회차_평균득점,최근6회차_승률,최근6회차_연대율2,최근6회차_연대율3,최근6회차_평균ST,최근8경주_착순,연간성적_평균착순점,연간성적_연대율,FL,평균사고점,금일출주경주,전일성적,출주횟수,코스_1코스,코스_2코스,코스_3코스,코스_4코스,코스_5코스,코스_6코스,모터번호,모터_평균착순점,모터_연대율2,모터_연대율3,전탑승선수1,전탑승선수2,보트번호,보트_평균착순점,보트_연대율,특이사항
2015,1,2,1,플라잉,3,B2,13,최진혁,남,31,59,2.6,2.27,0,6.7,13.3,0.2,5456 4656,0,0,F0L0,0,,"일02-5, 일15-6",22,0.0/3,0.0/4,0.0/4,20.0/5,0.0/3,0.0/3,045,6.95,53.3,69.3,손근성/25,어선규/11,036,4.01,17.6,
2015,1,2,1,플라잉,4,B2,1,임인섭,남,41,61,2.82,2.71,0,0,11.8,0.32,6355 6466,0,0,F0L0,0,,일08-2,0,00.0/0,00.0/0,00.0/0,00.0/0,00.0/0,00.0/0,065,5.88,43.4,55.3,김보혜/44,한종석/311,035,5.35,35.1,주선보류 후 출전
2015,1,2,1,플라잉,5,A2,4,구현구,남,37,61,5.8,5.17,20,40,53.3,0.24,4324 3252,0,0,F0L0,0,11,일01-4,10,50.0/2,0.0/1,50.0/2,50.0/2,0.0/2,100.0/1,019,5.6,36.4,48.1,반혜진/5,반혜진/52,061,4.56,20.6,
2015,1,2,1,플라잉,6,B1,11,김지현,여,28,49,2.85,2.73,0,0,15.4,0.27,6636 4634,0,0,F0L0,0,10,일05-4,25,0.0/5,0.0/4,0.0/4,33.3/3,25.0/4,0.0/5,028,4.38,16.9,33.8,구본수/35,김선필/54,090,4.96,26.3,
2015,1,2,2,플라잉,1,B1,13,이진휘,남,29,55,2.47,1.8,6.7,13.3,13.3,0.25,6506 6666,0,0,F0L0,0,12,일02-6,24,40.0/5,25.0/4,50.0/4,0.0/3,0.0/3,0.0/5,043,4.82,30.4,46.4,김희용/16,오재빈/62,021,6.43,50,
2015,1,2,2,플라잉,2,A2,2,최재원,남,47,60,6.92,6.77,38.5,46.2,76.9,0.21,1511 3334,0,0,F0L0,0,11,일13-2,26,80.0/5,25.0/4,40.0/5,25.0/4,25.0/4,0.0/4,051,5.83,44.2,59.7,김현철/123,김기한/04,109,4.32,21.5,
2015,1,2,2,플라잉,3,B1,12,임정택,남,28,57,3.29,3,4.8,14.3,23.8,0.26,6565 6466,0,0,F0L0,0,08,일06-4,22,33.3/3,33.3/3,0.0/4,33.3/3,0.0/4,0.0/5,105,4.59,17.7,43,오재빈/6355,원용관/231,031,7.16,52.2,
2015,1,2,2,플라잉,4,A1,1,한  진,남,39,60,6.63,6.56,25,56.3,68.8,0.21,2213 5512,0,0,F0L0,0,,"일04-5, 일14-6",25,100.0/4,75.0/4,50.0/2,28.6/7,40.0/5,0.0/3,083,4.71,30.6,44.4,이경원/324,지용민/55,039,5.88,41.2,
2015,1,2,2,플라잉,5,B2,11,지용민,남,29,62,3.5,3.21,7.1,7.1,14.3,0.24,4355 5556,0,0,F0L0,0,,일05-5,22,33.3/3,0.0/4,0.0/4,0.0/4,0.0/3,0.0/4,089,5.76,39.7,55.1,김세원/43,신동길/21,024,4.78,27.8,
2015,1,2,2,플라잉,6,A1,1,서화모,남,41,56,7.07,6.9,13.3,40,73.3,0.21,3644 2312,0,0,F0L0,0,,"일08-3, 일15-1",27,66.7/3,75.0/4,60.0/5,66.7/6,0.0/4,40.0/5,049,5.96,40.8,59.2,권일혁/24,박종덕/21,083,5.29,28.8,
2015,1,2,3,플라잉,1,A1,7,손동민,남,33,53,7.63,7.5,31.3,50,75,0.23,3441 4432,0,0,F0L0,0,,"일06-2, 일15-2",32,60.0/5,66.7/6,66.7/6,16.7/6,33.3/6,66.7/3,079,6.08,41.9,56.8,한종석/04,김도환/506,050,5.72,42.2,
2015,1,2,3,플라잉,2,A2,11,정훈민,남,29,55,5.92,5.46,16.7,50,58.3,0.27,4522 5114,0,0,F0L0,0,10,일04-6,22,100.0/3,75.0/4,100.0/4,50.0/4,0.0/3,25.0/4,021,6.73,44.6,60.8,최재원/15,손동민/14,060,4.88,25.4,
2015,1,2,3,플라잉,3,B2,5,구본협,남,37,67,3.69,2.58,0,23.1,38.5,0.25,6266 0253,0,0,F0L0,0,,일05-2,0,00.0/0,00.0/0,00.0/0,00.0/0,00.0/0,00.0/0,024,4.59,22.9,42.9,손근성/224,최재원/33,043,4.88,26.9,주선보류 후 출전
2015,1,2,3,플라잉,4,B1,1,박영수,남,45,58,4.87,4.5,6.7,20,53.3,0.23,2455 2353,0,0,F0L0,0,,"일03-1, 일12-3",22,33.3/3,0.0/4,33.3/3,25.0/4,50.0/4,0.0/4,048,4.66,24.3,39.2,김보혜/6,이태희/144,075,5.4,35,
2015,1,2,3,플라잉,5,A2,6,권일혁,남,34,59,5.79,5.39,28.6,42.9,42.9,0.35,2411 1464,0,0,F0L0,0,11,일11-3,23,50.0/4,33.3/3,80.0/5,33.3/3,50.0/4,0.0/4,106,4.26,20.5,31.5,김선필/45,배혜민/144,102,4.93,29.7,
2015,1,2,3,플라잉,6,B1,1,강창효,남,42,62,4.15,3.88,0,23.1,38.5,0.21,6226 4453,0,0,F0L0,0,09,일07-4,21,50.0/4,33.3/3,50.0/4,0.0/3,0.0/5,0.0/2,086,4.43,20.8,40.3,장영태/322,최재원/11,032,5.14,34.9,
2015,1,2,4,플라잉,1,A1,2,이용세,남,43,59,5.72,5.69,0,38.9,61.1,0.21,2334 4252,0,0,F0L0,0,14,일04-4,37,85.7/7,50.0/8,42.9/7,50.0/6,40.0/5,25.0/4,087,5.14,32.9,50.7,신동길/64,박설희/65,064,5.6,31.5,
2015,1,2,4,플라잉,2,A2,8,이동준,남,30,57,7.08,6.92,15.4,61.5,84.6,0.26,1522 1223,0,0,F0L0,0,11,일08-1,22,66.7/3,0.0/3,80.0/5,50.0/4,0.0/4,66.7/3,031,3.83,19,23.8,우진수/66,최광성/12,084,5.09,36.4,
2015,1,2,4,플라잉,3,A2,7,황이태,남,35,58,5.5,4.96,25,25,58.3,0.25,3664 1345,0,0,F0L0,0,,"일05-6, 일11-6",22,66.7/3,75.0/4,20.0/5,25.0/4,50.0/2,0.0/4,002,5.05,30.9,46.9,진석현/51,정장훈/656,037,4.79,24.7,
2015,1,2,4,플라잉,4,B1,13,김보혜,여,25,53,2.43,2.14,0,7.1,14.3,0.3,4466 2535,0,0,F0L0,0,,일14-1,22,0.0/3,20.0/5,33.3/3,0.0/3,25.0/4,0.0/4,080,5.68,35.5,56.6,정장훈/4566,이진우/04,053,4.6,26.9,
2015,1,2,4,플라잉,5,A1,4,박상현,남,36,59,5.8,5.67,13.3,40,60,0.21,2523 3244,0,0,F0L0,0,,"일01-실격, 일10-4",19,50.0/4,100.0/3,33.3/3,33.3/3,0.0/3,66.7/3,022,5.09,33.8,49.4,임정택/,류성원/02,023,5.87,39.7,
2015,1,2,4,플라잉,6,A1,1,김신오,남,38,62,6.4,6.1,33.3,46.7,60,0.2,2511 1435,0,0,F0L0,0,10,일07-3,23,80.0/5,75.0/4,66.7/3,75.0/4,33.3/3,0.0/4,093,3,9.4,15.1,김선웅/54,지용민/55,069,5.16,34.3,
2015,1,2,5,플라잉,1,A1,7,심상철,남,33,61,7.9,7.68,60,70,80,0.2,1311 1124,0,0,F0L0,0,13,일13-1,20,75.0/4,100.0/3,100.0/4,66.7/3,66.7/3,0.0/3,067,4.78,25.6,44.9,이진휘/65,신동길/64,020,5.19,31.3,
2015,1,2,5,플라잉,2,B1,10,임태경,여,27,50,5.4,5.23,13.3,33.3,40,0.24,4546 6442,0,0,F0L0,0,,일12-6,26,75.0/4,25.0/4,0.0/5,33.3/3,16.7/6,0.0/4,069,5.05,31.6,50,김동민/15,김민길/15,070,5.9,37.2,
2015,1,2,5,플라잉,3,A2,13,박성민,남,30,59,5.75,5.58,25,33.3,58.3,0.19,6213 6415,0,0,F0L0,0,15,일09-2,22,33.3/3,60.0/5,0.0/3,0.0/3,25.0/4,25.0/4,058,3.82,16.2,30.9,한  진/551,김동경/53,049,5.19,34.2,
2015,1,2,5,플라잉,4,A2,10,구본수,남,33,63,3.83,3.54,16.7,25,33.3,0.17,1535 5626,0,0,F0L0,0,,"일03-3, 일11-2",25,75.0/4,50.0/4,40.0/5,25.0/4,0.0/4,50.0/4,010,6.96,49.3,69.3,나병창/55,김민천/13,019,4.99,32.5,
2015,1,2,5,플라잉,5,A2,1,이태희,남,44,56,6.41,6.06,29.4,47.1,64.7,0.19,5214 4136,0,0,F0L0,0,14,일05-3,26,100.0/4,40.0/5,40.0/5,50.0/4,0.0/4,0.0/4,060,4.94,24.7,51.9,박설희/66,김민길/2,099,5.65,35.9,
2015,1,2,5,플라잉,6,B1,11,기광서,남,31,58,2.56,2.36,5.6,5.6,5.6,0.24,4566 5614,0,0,F0L0,0,12,일06-6,22,66.7/3,0.0/4,0.0/4,0.0/3,25.0/4,0.0/4,063,4.38,26,39.7,한성근/65,김선웅/45,076,4.86,28.2,
2015,1,2,6,플라잉,1,A1,2,김정민,남,39,59,6,5.62,11.8,41.2,64.7,0.22,3430 2142,0,0,F0L0,0,15,일14-5,32,57.1/7,100.0/5,80.0/5,20.0/5,16.7/6,25.0/4,070,6.03,44.7,59.2,김효년/421,김동경/51,057,5.41,41,
2015,1,2,6,플라잉,2,B1,5,박종덕,남,37,58,5.69,5.13,25,37.5,56.3,0.21,2114 3161,0,0,F0L0,0,12,일11-4,22,50.0/4,50.0/4,33.3/3,75.0/4,0.0/3,0.0/4,104,4.46,28.2,39.4,김효년/32,김기한/42,046,5.56,45,
2015,1,2,6,플라잉,3,B1,7,윤동오,남,32,60,4.25,4,16.7,16.7,33.3,0.25,4135 6355,0,0,F0L0,0,,일09-3,23,66.7/3,0.0/4,0.0/4,0.0/4,0.0/4,25.0/4,052,4.63,27.8,44.3,김희영/65,박준호/364,047,7,51.6,
2015,1,2,6,플라잉,4,A2,4,민영건,남,39,61,5.47,5.17,13.3,33.3,40,0.22,4314 4442,0,0,F0L0,0,,"일07-5, 일13-3",22,66.7/3,25.0/4,50.0/4,50.0/4,33.3/3,25.0/4,029,4.94,33.8,52.5,박성민/62,진석현/225,067,4.87,28.4,
2015,1,2,6,플라잉,5,A2,5,고일수,남,37,53,6.39,6.11,33.3,44.4,72.2,0.2,3103 1123,0,0,F0L0,0,13,일03-2,20,100.0/4,100.0/2,25.0/4,25.0/4,0.0/3,0.0/3,026,3.88,19.1,30.9,김승택/256,김보혜/625,103,6.09,40.8,
2015,1,2,6,플라잉,6,B2,13,김태용,남,29,55,2.71,2.41,0,0,17.6,0.26,5456 3665,0,0,F0L0,0,,일11-1,26,0.0/4,0.0/4,0.0/5,0.0/5,0.0/3,0.0/5,056,8.21,68.8,83.1,김정구/13,이응석/35,014,5.58,39.4,
2015,1,2,7,플라잉,1,B1,2,김선필,남,38,57,3.54,3.54,0,7.7,23.1,0.25,4534 5456,0,0,F0L0,0,13,일08-4,22,0.0/3,33.3/3,25.0/4,0.0/4,0.0/4,0.0/4,032,5,31.6,45.6,이주영/52,김세원/53,008,4.4,23.3,
2015,1,2,7,플라잉,2,B1,7,김승택,남,35,64,3.4,3.23,0,13.3,33.3,0.26,5662 5633,0,0,F0L0,0,,일07-6,24,40.0/5,0.0/3,33.3/3,33.3/3,33.3/6,25.0/4,095,4.45,26.8,38,박준현/02,조성인/15,071,4.96,31.3,
2015,1,2,7,플라잉,3,B1,1,김대선,남,45,55,4.85,4.5,7.7,30.8,46.2,0.21,1345 5224,0,0,F0L0,0,,"일01-2, 일11-5",23,60.0/5,0.0/2,25.0/4,33.3/3,0.0/4,0.0/5,016,4.57,21.4,40,이주영/55,윤영일/13,074,5.05,28.2,
2015,1,2,7,플라잉,4,B1,2,김재윤,남,36,58,4.13,3.97,20,20,33.3,0.31,6466 6665,0,0,F0L0,0,,일09-4,24,40.0/5,33.3/3,33.3/3,33.3/3,0.0/4,16.7/6,001,5.14,30.9,53.1,이상문/54,황이태/36,056,4.81,30.4,
2015,1,2,7,플라잉,5,B1,1,조현귀,남,47,61,5.13,4.8,13.3,26.7,46.7,0.27,2364 2434,0,0,F0L0,0,14,일12-5,22,60.0/5,33.3/3,25.0/4,0.0/2,0.0/3,0.0/5,011,5.1,32.9,47.6,손제민/612,권현기/422,078,4.19,20.8,
2015,1,2,7,플라잉,6,B1,1,정용진,남,43,55,5.42,5.13,10.5,31.6,52.6,0.2,4132 3324,0,0,F0L0,0,15,일02-2,26,40.0/5,25.0/4,50.0/4,25.0/4,25.0/4,0.0/5,059,5.75,36.3,57.5,조현귀/23,전정환/353,026,5.03,33.8,
2015,1,2,8,플라잉,1,B1,2,한  운,남,42,55,3.75,3.46,0,25,33.3,0.27,6462 6365,0,0,F0L0,0,,"일04-3, 일15-5",19,33.3/3,0.0/3,33.3/3,33.3/3,25.0/4,33.3/3,084,4.45,21.9,38.4,정재용/24,박진서/35,063,4.71,31.6,
2015,1,2,8,플라잉,2,B2,3,이시원,여,34,52,3.5,3.38,18.8,18.8,25,0.22,5555 6563,0,0,F0L0,0,,"일03-6, 일09-5",0,00.0/0,00.0/0,00.0/0,00.0/0,00.0/0,00.0/0,109,5.66,43.4,56.6,김영민/303,박규순/55,058,5.59,45.6,주선보류 후 출전
2015,1,2,8,플라잉,3,B1,13,김도휘,남,30,60,4.61,4.39,16.7,22.2,33.3,0.23,3465 1656,0,0,F0L0,0,,일10-3,23,25.0/4,25.0/4,33.3/3,50.0/4,0.0/3,20.0/5,008,5.56,40,52,구본수/15,유해광/151,066,5.91,38,
2015,1,2,8,플라잉,4,B1,4,신동길,남,37,59,5.38,5.15,7.7,38.5,53.8,0.24,6421 6423,0,0,F0L0,0,,"일04-2, 일12-4",23,100.0/4,0.0/3,50.0/4,25.0/4,25.0/4,0.0/4,009,4.42,25.8,42.4,서  휘/25,윤동오/5,005,4.95,26.2,
2015,1,2,8,플라잉,5,B1,12,임정택,남,28,57,3.29,3,4.8,14.3,23.8,0.26,6565 6466,0,0,F0L0,0,02,일06-4,22,33.3/3,33.3/3,0.0/4,33.3/3,0.0/4,0.0/5,099,4.59,29.5,41,김태용/5456,정훈민/45,052,5.52,39,
2015,1,2,8,플라잉,6,B2,12,정장훈,남,30,60,1.71,1.48,0,0,4.8,0.33,4566 6560,0,0,F0L0,0,15,일01-5,19,0.0/3,0.0/4,0.0/3,0.0/3,0.0/3,0.0/3,092,4.53,24.7,40.3,김인혜/4445,문안나/612,041,5.81,40,
2015,1,2,9,플라잉,1,B2,9,김지훈,남,29,62,4.36,3.18,28.6,28.6,35.7,0.27,0164 3605,0,0,F0L0,0,,일08-6,0,00.0/0,00.0/0,00.0/0,00.0/0,00.0/0,00.0/0,033,4.66,29.1,46.8,이창규/354,김민준/65,092,5.9,42.5,주선보류 후 출전
2015,1,2,9,플라잉,2,B1,1,강창효,남,42,62,4.15,3.88,0,23.1,38.5,0.21,6226 4453,0,0,F0L0,0,03,일07-4,21,50.0/4,33.3/3,50.0/4,0.0/3,0.0/5,0.0/2,086,4.43,20.8,40.3,장영태/322,최재원/11,032,5.14,34.9,
2015,1,2,9,플라잉,3,B1,10,박준호,남,29,65,4.67,4.13,13.3,20,46.7,0.2,0436 4333,0,0,F0L0,0,,"일04-1, 일13-6",17,100.0/2,0.0/3,0.0/2,50.0/4,0.0/3,0.0/3,014,5.45,33.8,49.4,박정아/153,박성민/3,048,6.34,45.6,
2015,1,2,9,플라잉,4,A2,2,윤영일,남,41,57,5.83,5.42,25,41.7,50,0.15,1213 4545,0,0,F0L0,0,,"일02-3, 일09-6",19,100.0/3,66.7/3,0.0/3,66.7/3,33.3/3,0.0/4,054,4.75,21.9,46.6,박준호/04,김정구/534,010,4.41,25.9,
2015,1,2,9,플라잉,5,A2,11,김응선,남,30,58,6.43,6.18,35.7,57.1,57.1,0.17,2442 6116,0,0,F0L0,0,,"일03-4, 일14-4",28,50.0/4,75.0/4,60.0/5,20.0/5,20.0/5,20.0/5,020,5.75,41.3,55,김도휘/346,이진우/26,094,4.63,26.7,
2015,1,2,9,플라잉,6,A1,7,배혜민,남,34,56,5.71,5.5,17.6,35.3,52.9,0.28,5156 2144,0,0,F0L0,0,01,일10-2,33,66.7/3,71.4/7,25.0/4,33.3/6,28.6/7,0.0/6,088,4.25,17.9,44.8,배혜민/515,지용민/43,091,4.76,28.6,
2015,1,2,10,플라잉,1,A1,1,김신오,남,38,62,6.4,6.1,33.3,46.7,60,0.2,2511 1435,0,0,F0L0,0,04,일07-3,23,80.0/5,75.0/4,66.7/3,75.0/4,33.3/3,0.0/4,093,3,9.4,15.1,김선웅/54,지용민/55,069,5.16,34.3,
2015,1,2,10,플라잉,2,B1,11,김지현,여,28,49,2.85,2.73,0,0,15.4,0.27,6636 4634,0,0,F0L0,0,01,일05-4,25,0.0/5,0.0/4,0.0/4,33.3/3,25.0/4,0.0/5,028,4.38,16.9,33.8,구본수/35,김선필/54,090,4.96,26.3,
2015,1,2,10,플라잉,3,A1,2,김현철,남,46,55,8,7.63,43.8,75,87.5,0.23,1231 2221,0,0,F0L0,0,,"일02-1, 일12-1",16,66.7/3,66.7/3,66.7/3,100.0/2,66.7/3,100.0/2,101,5.63,40,55,김지현/66,김창규/314,018,5.62,41.8,
2015,1,2,10,플라잉,4,B1,12,유석현,남,29,57,3.92,3.81,7.7,23.1,38.5,0.19,4255 2666,0,0,F0L0,0,,일09-1,25,75.0/4,0.0/3,20.0/5,0.0/5,0.0/4,0.0/4,012,5.86,41.8,59.5,이택근/15,김태용/366,025,5.33,33.3,
2015,1,2,10,플라잉,5,A1,4,어선규,남,37,56,8.06,7.83,50,66.7,83.3,0.18,3161 1223,0,0,F0L0,0,15,일10-1,38,100.0/11,71.4/7,83.3/6,80.0/5,20.0/5,25.0/4,037,4.49,21.3,41.3,손제민/512,박설희/354,027,4.81,31.3,
2015,1,2,10,플라잉,6,A2,11,정훈민,남,29,55,5.92,5.46,16.7,50,58.3,0.27,4522 5114,0,0,F0L0,0,03,일04-6,22,100.0/3,75.0/4,100.0/4,50.0/4,0.0/3,25.0/4,021,6.73,44.6,60.8,최재원/15,손동민/14,060,4.88,25.4,
2015,1,2,11,플라잉,1,A2,6,권일혁,남,34,59,5.79,5.39,28.6,42.9,42.9,0.35,2411 1464,0,0,F0L0,0,03,일11-3,23,50.0/4,33.3/3,80.0/5,33.3/3,50.0/4,0.0/4,106,4.26,20.5,31.5,김선필/45,배혜민/144,102,4.93,29.7,
2015,1,2,11,플라잉,2,A2,4,구현구,남,37,61,5.8,5.17,20,40,53.3,0.24,4324 3252,0,0,F0L0,0,01,일01-4,10,50.0/2,0.0/1,50.0/2,50.0/2,0.0/2,100.0/1,019,5.6,36.4,48.1,반혜진/5,반혜진/52,061,4.56,20.6,
2015,1,2,11,플라잉,3,B2,7,정종훈,남,35,55,2.88,2.81,0,6.3,18.8,0.33,6543 5666,0,0,F0L0,0,,일06-3,0,00.0/0,00.0/0,00.0/0,00.0/0,00.0/0,00.0/0,098,5.97,47.4,60.3,최광성/21,김대선/13,068,5.8,40.9,주선보류 후 출전
2015,1,2,11,플라잉,4,B1,6,김동민,남,37,52,5.33,4.97,22.2,27.8,50,0.29,1533 1513,0,0,F0L0,0,,"일07-2, 일14-3",18,66.7/3,66.7/3,0.0/2,33.3/3,0.0/4,0.0/3,013,3.78,13.8,29.3,홍기철/23,김태용/53,033,5.19,28.1,
2015,1,2,11,플라잉,5,A2,2,최재원,남,47,60,6.92,6.77,38.5,46.2,76.9,0.21,1511 3334,0,0,F0L0,0,02,일13-2,26,80.0/5,25.0/4,40.0/5,25.0/4,25.0/4,0.0/4,051,5.83,44.2,59.7,김현철/123,김기한/04,109,4.32,21.5,
2015,1,2,11,플라잉,6,A2,8,이동준,남,30,57,7.08,6.92,15.4,61.5,84.6,0.26,1522 1223,0,0,F0L0,0,04,일08-1,22,66.7/3,0.0/3,80.0/5,50.0/4,0.0/4,66.7/3,031,3.83,19,23.8,우진수/66,최광성/12,084,5.09,36.4,
2015,1,2,12,플라잉,1,B1,9,홍기철,남,33,63,6.33,6.17,13.3,40,80,0.26,3332 3524,0,0,F0L0,0,,일03-5,27,100.0/4,33.3/6,33.3/3,20.0/5,25.0/4,0.0/5,017,4.42,21.1,36.8,한성근/345,이상문/65,045,5.9,42.7,
2015,1,2,12,플라잉,2,B1,11,기광서,남,31,58,2.56,2.36,5.6,5.6,5.6,0.24,4566 5614,0,0,F0L0,0,05,일06-6,22,66.7/3,0.0/4,0.0/4,0.0/3,25.0/4,0.0/4,063,4.38,26,39.7,한성근/65,김선웅/45,076,4.86,28.2,
2015,1,2,12,플라잉,3,A1,5,이승일,남,36,60,7.25,7.06,43.8,56.3,68.8,0.23,1315 5452,0,0,F0L0,0,,"일05-1, 일15-3",20,100.0/4,80.0/5,66.7/3,33.3/3,0.0/2,0.0/3,015,5.99,40.8,59.2,민영건/431,박종덕/143,082,3.66,13.8,
2015,1,2,12,플라잉,4,A2,3,박정아,여,36,50,5.41,5.29,23.5,35.3,58.8,0.23,1536 6261,0,0,F0L0,0,,"일01-1, 일08-5",32,40.0/5,66.7/6,60.0/5,0.0/4,28.6/7,0.0/5,023,4.38,21.6,41.9,김재윤/666,정주현/56,088,4.93,33.8,
2015,1,2,12,플라잉,5,B1,5,박종덕,남,37,58,5.69,5.13,25,37.5,56.3,0.21,2114 3161,0,0,F0L0,0,06,일11-4,22,50.0/4,50.0/4,33.3/3,75.0/4,0.0/3,0.0/4,104,4.46,28.2,39.4,김효년/32,김기한/42,046,5.56,45,
2015,1,2,12,플라잉,6,B1,13,이진휘,남,29,55,2.47,1.8,6.7,13.3,13.3,0.25,6506 6666,0,0,F0L0,0,02,일02-6,24,40.0/5,25.0/4,50.0/4,0.0/3,0.0/3,0.0/5,043,4.82,30.4,46.4,김희용/16,오재빈/62,021,6.43,50,
2015,1,2,13,플라잉,1,A2,5,고일수,남,37,53,6.39,6.11,33.3,44.4,72.2,0.2,3103 1123,0,0,F0L0,0,06,일03-2,20,100.0/4,100.0/2,25.0/4,25.0/4,0.0/3,0.0/3,026,3.88,19.1,30.9,김승택/256,김보혜/625,103,6.09,40.8,
2015,1,2,13,플라잉,2,B1,10,반혜진,여,28,54,4.75,4.38,8.3,25,41.7,0.2,5526 4231,0,0,F0L0,0,,일10-5,22,50.0/4,0.0/4,50.0/4,25.0/4,0.0/3,0.0/3,094,3.54,18,31.1,구본수/56,이진휘/6655,079,4.2,15.5,
2015,1,2,13,플라잉,3,A2,1,권명호,남,46,56,7.25,6.88,31.3,50,81.3,0.26,2342 1253,0,0,F0L0,0,,"일06-1, 일14-2",28,100.0/5,50.0/4,50.0/4,33.3/6,0.0/4,60.0/5,030,4.58,26.9,40.3,김희영/35,이동준/122,085,6.1,42,
2015,1,2,13,플라잉,4,B1,1,황만주,남,44,64,4.31,3.85,15.4,23.1,30.8,0.29,6646 4134,0,0,F0L0,0,,"일02-4, 일10-6",21,33.3/3,50.0/2,20.0/5,33.3/3,20.0/5,0.0/3,018,4.85,25.9,45.7,김재윤/64,이흥우/333,097,4.21,19.7,
2015,1,2,13,플라잉,5,A1,7,심상철,남,33,61,7.9,7.68,60,70,80,0.2,1311 1124,0,0,F0L0,0,05,일13-1,20,75.0/4,100.0/3,100.0/4,66.7/3,66.7/3,0.0/3,067,4.78,25.6,44.9,이진휘/65,신동길/64,020,5.19,31.3,
2015,1,2,13,플라잉,6,B1,2,김선필,남,38,57,3.54,3.54,0,7.7,23.1,0.25,4534 5456,0,0,F0L0,0,07,일08-4,22,0.0/3,33.3/3,25.0/4,0.0/4,0.0/4,0.0/4,032,5,31.6,45.6,이주영/52,김세원/53,008,4.4,23.3,
2015,1,2,14,플라잉,1,B1,1,조현귀,남,47,61,5.13,4.8,13.3,26.7,46.7,0.27,2364 2434,0,0,F0L0,0,07,일12-5,22,60.0/5,33.3/3,25.0/4,0.0/2,0.0/3,0.0/5,011,5.1,32.9,47.6,손제민/612,권현기/422,078,4.19,20.8,
2015,1,2,14,플라잉,2,A2,1,이태희,남,44,56,6.41,6.06,29.4,47.1,64.7,0.19,5214 4136,0,0,F0L0,0,05,일05-3,26,100.0/4,40.0/5,40.0/5,50.0/4,0.0/4,0.0/4,060,4.94,24.7,51.9,박설희/66,김민길/2,099,5.65,35.9,
2015,1,2,14,플라잉,3,B1,11,박진서,남,34,55,3.81,3.72,0,12.5,37.5,0.26,5443 5335,0,0,F0L0,0,,"일01-3, 일07-1",23,25.0/4,25.0/4,0.0/3,0.0/4,20.0/5,0.0/3,103,5.01,29.5,46.2,박상현/25,이동준/22,073,5.29,33.8,
2015,1,2,14,플라잉,4,A1,2,이용세,남,43,59,5.72,5.69,0,38.9,61.1,0.21,2334 4252,0,0,F0L0,0,04,일04-4,37,85.7/7,50.0/8,42.9/7,50.0/6,40.0/5,25.0/4,087,5.14,32.9,50.7,신동길/64,박설희/65,064,5.6,31.5,
2015,1,2,14,플라잉,5,B1,6,양원준,남,38,54,5.31,4.65,15.4,23.1,53.8,0.25,3132 6544,0,0,F0L0,0,,일12-2,27,25.0/4,40.0/5,33.3/3,20.0/5,0.0/5,0.0/5,097,4.82,32.9,43.4,오세준/435,유석현/55,029,6.42,39.2,
2015,1,2,14,플라잉,6,B2,8,오승철,남,32,61,2.6,1.5,0,6.7,6.7,0.24,0644 2646,0,0,F0L0,0,,일15-4,0,00.0/0,00.0/0,00.0/0,00.0/0,00.0/0,00.0/0,073,3.37,9.8,26.8,서지혜/45,김현덕/366,002,5.18,33.3,주선보류 후 출전
2015,1,2,15,플라잉,1,B1,1,정용진,남,43,55,5.42,5.13,10.5,31.6,52.6,0.2,4132 3324,0,0,F0L0,0,07,일02-2,26,40.0/5,25.0/4,50.0/4,25.0/4,25.0/4,0.0/5,059,5.75,36.3,57.5,조현귀/23,전정환/353,026,5.03,33.8,
2015,1,2,15,플라잉,2,B2,12,정장훈,남,30,60,1.71,1.48,0,0,4.8,0.33,4566 6560,0,0,F0L0,0,08,일01-5,19,0.0/3,0.0/4,0.0/3,0.0/3,0.0/3,0.0/3,092,4.53,24.7,40.3,김인혜/4445,문안나/612,041,5.81,40,
2015,1,2,15,플라잉,3,A1,4,어선규,남,37,56,8.06,7.83,50,66.7,83.3,0.18,3161 1223,0,0,F0L0,0,10,일10-1,38,100.0/11,71.4/7,83.3/6,80.0/5,20.0/5,25.0/4,037,4.49,21.3,41.3,손제민/512,박설희/354,027,4.81,31.3,
2015,1,2,15,플라잉,4,B2,11,박애리,여,30,55,2.86,1.61,7.1,7.1,21.4,0.24,0656 6463,0,0,F0L0,0,,일13-5,9,0.0/2,0.0/1,0.0/1,0.0/1,0.0/3,0.0/1,025,5.78,41.6,57.1,심상철/111,최영재/122,081,5.28,29.5,"""F"" 후 출전"
2015,1,2,15,플라잉,5,A1,2,김정민,남,39,59,6,5.62,11.8,41.2,64.7,0.22,3430 2142,0,0,F0L0,0,06,일14-5,32,57.1/7,100.0/5,80.0/5,20.0/5,16.7/6,25.0/4,070,6.03,44.7,59.2,김효년/421,김동경/51,057,5.41,41,
2015,1,2,15,플라잉,6,A2,13,박성민,남,30,59,5.75,5.58,25,33.3,58.3,0.19,6213 6415,0,0,F0L0,0,05,일09-2,22,33.3/3,60.0/5,0.0/3,0.0/3,25.0/4,25.0/4,058,3.82,16.2,30.9,한  진/551,김동경/53,049,5.19,34.2,
